customer_external_id,source_type,tier,content,external_reference_id
CUST-1571,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4170),EVT-0004170
CUST-1572,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4171),EVT-0004171
CUST-1573,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4172)",EVT-0004172
CUST-1574,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4173),EVT-0004173
CUST-1575,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4174),EVT-0004174
CUST-1576,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4175),EVT-0004175
CUST-1577,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4176),EVT-0004176
CUST-1578,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4177),EVT-0004177
CUST-1579,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4178),EVT-0004178
CUST-1580,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4179),EVT-0004179
CUST-1581,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4180)",EVT-0004180
CUST-1582,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4181)",EVT-0004181
CUST-1583,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4182),EVT-0004182
CUST-1584,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4183)",EVT-0004183
CUST-1585,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4184),EVT-0004184
CUST-1586,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4185),EVT-0004185
CUST-1587,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4186),EVT-0004186
CUST-1588,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4187),EVT-0004187
CUST-1589,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4188),EVT-0004188
CUST-1590,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4189),EVT-0004189
CUST-1591,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4190)",EVT-0004190
CUST-1592,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4191)",EVT-0004191
CUST-1593,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4192)",EVT-0004192
CUST-1594,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4193)",EVT-0004193
CUST-1595,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4194),EVT-0004194
CUST-1596,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4195),EVT-0004195
CUST-1597,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4196),EVT-0004196
CUST-1598,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4197)",EVT-0004197
CUST-1599,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4198),EVT-0004198
CUST-1600,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4199),EVT-0004199
CUST-1601,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4200),EVT-0004200
CUST-1602,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4201),EVT-0004201
CUST-1603,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4202),EVT-0004202
CUST-1604,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4203),EVT-0004203
CUST-1605,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4204),EVT-0004204
CUST-1606,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4205)",EVT-0004205
CUST-1607,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4206)",EVT-0004206
CUST-1608,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4207),EVT-0004207
CUST-1609,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4208)",EVT-0004208
CUST-1610,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4209),EVT-0004209
CUST-1611,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4210),EVT-0004210
CUST-1612,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4211),EVT-0004211
CUST-1613,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4212),EVT-0004212
CUST-1614,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4213),EVT-0004213
CUST-1615,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4214),EVT-0004214
CUST-1616,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4215)",EVT-0004215
CUST-1617,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4216)",EVT-0004216
CUST-1618,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4217)",EVT-0004217
CUST-1619,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4218)",EVT-0004218
CUST-1620,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4219),EVT-0004219
CUST-1621,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4220),EVT-0004220
CUST-1622,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4221),EVT-0004221
CUST-1623,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4222)",EVT-0004222
CUST-1624,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4223),EVT-0004223
CUST-1625,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4224),EVT-0004224
CUST-1626,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4225),EVT-0004225
CUST-1627,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4226),EVT-0004226
CUST-1628,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4227),EVT-0004227
CUST-1629,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4228),EVT-0004228
CUST-1630,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4229),EVT-0004229
CUST-1631,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4230)",EVT-0004230
CUST-1632,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4231)",EVT-0004231
CUST-1633,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4232),EVT-0004232
CUST-1634,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4233)",EVT-0004233
CUST-1635,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4234),EVT-0004234
CUST-1636,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4235),EVT-0004235
CUST-1637,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4236),EVT-0004236
CUST-1638,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4237),EVT-0004237
CUST-1639,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4238),EVT-0004238
CUST-1640,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4239),EVT-0004239
CUST-1641,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4240)",EVT-0004240
CUST-1642,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4241)",EVT-0004241
CUST-1643,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4242)",EVT-0004242
CUST-1644,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4243)",EVT-0004243
CUST-1645,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4244),EVT-0004244
CUST-1646,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4245),EVT-0004245
CUST-1647,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4246),EVT-0004246
CUST-1648,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4247)",EVT-0004247
CUST-1649,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4248),EVT-0004248
CUST-1650,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4249),EVT-0004249
CUST-1651,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4250),EVT-0004250
CUST-1652,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4251),EVT-0004251
CUST-1653,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4252),EVT-0004252
CUST-1654,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4253),EVT-0004253
CUST-1655,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4254),EVT-0004254
CUST-1656,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4255)",EVT-0004255
CUST-1657,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4256)",EVT-0004256
CUST-1658,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4257),EVT-0004257
CUST-1659,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4258)",EVT-0004258
CUST-1660,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4259),EVT-0004259
CUST-1661,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4260),EVT-0004260
CUST-1662,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4261),EVT-0004261
CUST-1663,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4262),EVT-0004262
CUST-1664,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4263),EVT-0004263
CUST-1665,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4264),EVT-0004264
CUST-1666,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4265)",EVT-0004265
CUST-1667,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4266)",EVT-0004266
CUST-1668,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4267)",EVT-0004267
CUST-1669,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4268)",EVT-0004268
CUST-1670,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4269),EVT-0004269
CUST-1671,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4270),EVT-0004270
CUST-1672,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4271),EVT-0004271
CUST-1673,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4272)",EVT-0004272
CUST-1674,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4273),EVT-0004273
CUST-1675,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4274),EVT-0004274
CUST-1676,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4275),EVT-0004275
CUST-1677,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4276),EVT-0004276
CUST-1678,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4277),EVT-0004277
CUST-1679,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4278),EVT-0004278
CUST-1680,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4279),EVT-0004279
CUST-1681,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4280)",EVT-0004280
CUST-1682,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4281)",EVT-0004281
CUST-1683,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4282),EVT-0004282
CUST-1684,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4283)",EVT-0004283
CUST-1685,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4284),EVT-0004284
CUST-1686,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4285),EVT-0004285
CUST-1687,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4286),EVT-0004286
CUST-1688,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4287),EVT-0004287
CUST-1689,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4288),EVT-0004288
CUST-1690,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4289),EVT-0004289
CUST-1691,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4290)",EVT-0004290
CUST-1692,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4291)",EVT-0004291
CUST-1693,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4292)",EVT-0004292
CUST-1694,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4293)",EVT-0004293
CUST-1695,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4294),EVT-0004294
CUST-1696,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4295),EVT-0004295
CUST-1697,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4296),EVT-0004296
CUST-1698,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4297)",EVT-0004297
CUST-1699,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4298),EVT-0004298
CUST-1700,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4299),EVT-0004299
CUST-1701,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4300),EVT-0004300
CUST-1702,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4301),EVT-0004301
CUST-1703,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4302),EVT-0004302
CUST-1704,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4303),EVT-0004303
CUST-1705,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4304),EVT-0004304
CUST-1706,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4305)",EVT-0004305
CUST-1707,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4306)",EVT-0004306
CUST-1708,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4307),EVT-0004307
CUST-1709,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4308)",EVT-0004308
CUST-1710,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4309),EVT-0004309
CUST-1711,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4310),EVT-0004310
CUST-1712,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4311),EVT-0004311
CUST-1713,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4312),EVT-0004312
CUST-1714,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4313),EVT-0004313
CUST-1715,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4314),EVT-0004314
CUST-1716,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4315)",EVT-0004315
CUST-1717,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4316)",EVT-0004316
CUST-1718,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4317)",EVT-0004317
CUST-1719,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4318)",EVT-0004318
CUST-1720,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4319),EVT-0004319
CUST-1721,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4320),EVT-0004320
CUST-1722,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4321),EVT-0004321
CUST-1723,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4322)",EVT-0004322
CUST-1724,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4323),EVT-0004323
CUST-1725,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4324),EVT-0004324
CUST-1726,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4325),EVT-0004325
CUST-1727,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4326),EVT-0004326
CUST-1728,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4327),EVT-0004327
CUST-1729,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4328),EVT-0004328
CUST-1730,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4329),EVT-0004329
CUST-1731,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4330)",EVT-0004330
CUST-1732,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4331)",EVT-0004331
CUST-1733,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4332),EVT-0004332
CUST-1734,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4333)",EVT-0004333
CUST-1735,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4334),EVT-0004334
CUST-1736,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4335),EVT-0004335
CUST-1737,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4336),EVT-0004336
CUST-1738,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4337),EVT-0004337
CUST-1739,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4338),EVT-0004338
CUST-1740,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4339),EVT-0004339
CUST-1741,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4340)",EVT-0004340
CUST-1742,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4341)",EVT-0004341
CUST-1743,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4342)",EVT-0004342
CUST-1744,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4343)",EVT-0004343
CUST-1745,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4344),EVT-0004344
CUST-1746,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4345),EVT-0004345
CUST-1747,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4346),EVT-0004346
CUST-1748,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4347)",EVT-0004347
CUST-1749,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4348),EVT-0004348
CUST-1750,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4349),EVT-0004349
CUST-1751,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4350),EVT-0004350
CUST-1752,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4351),EVT-0004351
CUST-1753,support_ticket,Enterprise,Cobro duplicado en nuestra tarjeta de crédito empresarial y soporte no contesta nuestros correos de alta prioridad. (Ref: #4352),EVT-0004352
CUST-1754,nps_survey,Enterprise,Solicito la baja definitiva de nuestros 50 accesos de equipo por caídas continuas. (Ref: #4353),EVT-0004353
CUST-1755,chat,Enterprise,La junta directiva autorizó rescindir el contrato inmediatamente debido a los fallos en producción. (Ref: #4354),EVT-0004354
CUST-1756,review,Enterprise,"Fantástico servicio, me encanta pagar el doble por un software que se congela todo el día y no deja exportar datos. (Ref: #4355)",EVT-0004355
CUST-1757,support_ticket,Enterprise,"Genios absolutos, cobraron el triple en la factura de este mes y borraron los accesos de auditoría. (Ref: #4356)",EVT-0004356
CUST-1758,chat,Pro,Una maravilla su plataforma... borró la base de datos y nadie responde en el chat. (Ref: #4357),EVT-0004357
CUST-1759,review,Standard,"Hermoso soporte, 3 días esperando respuesta para que me digan que reinicie la máquina. (Ref: #4358)",EVT-0004358
CUST-1760,support_ticket,Pro,La API devuelve error 500 intermitente cada vez que enviamos más de 100 consultas por minuto. (Ref: #4359),EVT-0004359
CUST-1761,chat,Standard,No me llega el correo de verificación para restablecer la contraseña. (Ref: #4360),EVT-0004360
CUST-1762,support_ticket,Standard,El botón de descargar reportes en formato PDF y Excel no responde en el navegador. (Ref: #4361),EVT-0004361
CUST-1763,support_ticket,Pro,Llevamos más de 48 horas esperando respuesta al ticket de soporte urgente. (Ref: #4362),EVT-0004362
CUST-1764,chat,Enterprise,La latencia de sincronización empeoró drásticamente después del último despliegue. (Ref: #4363),EVT-0004363
CUST-1765,support_ticket,Standard,Inconsistencia en los totales facturados durante el cierre del mes anterior. (Ref: #4364),EVT-0004364
CUST-1766,nps_survey,Enterprise,"Excelente herramienta, optimizó el tiempo de nuestro equipo comercial de forma notable. (Ref: #4365)",EVT-0004365
CUST-1767,review,Standard,"Muy fácil de usar, la interfaz es moderna y muy intuitiva. (Ref: #4366)",EVT-0004366
CUST-1768,chat,Pro,"Muchas gracias por solucionar nuestro inconveniente en menos de 10 minutos, gran atención. (Ref: #4367)",EVT-0004367
CUST-1769,nps_survey,Pro,"Plataforma 100% recomendada para gestión corporativa, gran rendimiento y soporte. (Ref: #4368)",EVT-0004368
CUST-1770,review,Enterprise,Todo perfecto con el proceso de onboarding y la integración de webhooks. (Ref: #4369),EVT-0004369
CUST-1771,chat,Standard,¿Dónde puedo consultar la documentación técnica sobre la integración con Webhooks? (Ref: #4370),EVT-0004370
CUST-1772,support_ticket,Pro,Solicitud de información sobre los nuevos planes comerciales y límites de consumo de API. (Ref: #4371),EVT-0004371
CUST-1773,chat,Standard,"Buenas tardes, quería consultar sobre las opciones de pago mediante transferencia bancaria. (Ref: #4372)",EVT-0004372
CUST-1774,nps_survey,Standard,El sistema cumple con lo esperado para nuestras necesidades actuales. (Ref: #4373),EVT-0004373
CUST-1775,chat,Pro,¿Tienen previsto agregar soporte para exportación directa a BigQuery en el próximo release? (Ref: #4374),EVT-0004374
CUST-1776,support_ticket,Enterprise,El tiempo de inactividad de la base de datos superó el SLA pactado. Si no resuelven hoy cancelamos el contrato corporativo. (Ref: #4375),EVT-0004375
CUST-1777,review,Enterprise,Exijo la devolución total de la mensualidad; el servicio es inestable y migraremos a otro proveedor este fin de semana. (Ref: #4376),EVT-0004376
